name,size,sediaan,no_ie,prinsipal,indikasi,kandungan,batch,status,ref2,link2,ref,link
BENADRYL WET COUGH,"DUS, 1 BOTOL PLASTIK @ 50 ML",SIRUP,DTL1541200337A1,"PT INTEGRATED
HEALTHCARE
INDONESIA","OBAT BATUK
ANAK DAN
❑EWASA","BROMHEXINE HYDROCHLORIDE, GUAIFENESIN 4/100 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
MYLANTA,"DUS, BOTOL PLASTIK @ 50 ML",SUSPENS1,DBL1441200233A1,"PT INTEGRATED
HEALTHCARE
INDONESIA","OBAT MAAG
ANAK DAN
DEWASA","DRIED ALUMINIUM HYDROXIDE GEL, MAGNESIUM
HYDROXIDE, SIMETHICONE
200/200/20 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
KALMICETINE,"DUS, 1 BOTOL PLASTIK @ 60 ML",SUSPENSI,DKL0211634133A1,PT KALBE FARMA,"ANTIBIOTIKA
ANAK",CHLORAMPHENICOL PALMITATE 217.5 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
KALPEPSA,"DUS, 1 BOTOL @ 100 ML",SUSPENSI,DKL1211642333A1,PT KALBE FARMA,"OBAT MAAG
DEWASA",SUCRALFATE SUSPENSION 1.67 G/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PLANTACID,"DUS, 1 BOTOL PLASTIK @ 100 ML",SUSPENSI,DBL8511602633A1,PT KALBE FARMA,"OBAT MAAG
DEWASA","MAGNESIUM HYDROXIDE, SIMETHICONE EMULSION 30, DRIED ALUMINIUM HYDROXIDE GEL 300 MG /167 MG
/300 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PLANTACID FORTE,"DUS, 1 BOTOL PLASTIK @ 100 ML",SUSPENSI,DBL8511602633B1,PT KALBE FARMA,"OBAT MAAG
DEWASA","DRIED ALUMINIUM HYDROXIDE GEL, MAGNESIUM HYDROXIDE, SIMETHICONE 400 MG /400 MG /100 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PRIMAZOLE,"DUS, 1 BOTOL PLASTIK @ 50 ML",SIRUP,DKL8711606433A1,PT KALBE FARMA,"ANTIBIOTIKA
ANAK","SULFAMETHOXAZOLE, TRIMETHOPRIM 40/200 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PROMAG,"DUS, 1 BOTOL PLASTIK @ 60 ML",SUSPENSI,DBL1111641033A3,PT KALBE FARMA,"OBAT MAAG
DEWASA","MAGNESIUM
HYDROXIDE, HYDROTALCITE, SIMETHICONE 150 MG /200 MG /50 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
VOMITAS,"DUS, 1 BOTOL PLASTIK © 60 ML",SIRUP,DKL0211634537A1,PT KALBE FARMA,"OBAT MUAL DAN
MUNTAH ANAK
DAN DEWASA",DOMPERIDONE 5 MG15 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
"WOODS
PEPPERMINT
ANTITUSSIVE","DUS, BOTOL © 100 ML",SIRUP,DTL0111633037A1,PT KALBE FARMA,"OBAT BATUK
DEWASA","DEXTROMETHORPHAN HYDROBROMIDE, DIPHENHYDRAMINE HYDROCHLORIDE
12,5/7,5 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
"WOODS
PEPPERMINT
ANTITUSSIVE","DUS, 1 BOTOL PLASTIK © 60 ML",SIRUP,DTL0111633037A1,PT KALBE FARMA,"OBAT BATUK
DEWASA","DEXTROMETHORPHAN HYDROBROMIDE, DIPHENHYDRAMINE HYDROCHLORIDE 7.5 MG /12.5 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
"WOODS
PEPPERMINT EXPECTORANT","DUS, 1 BOTOL PLASTIK © 100 ML",SIRUP,DTL0111633137A1,PT KALBE FARMA,"OBAT BATUK
DEWASA","BROMHEXINE HYDROCHLORIDE, GUAIFENESIN 4 MG /100 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
"WOODS
PEPPERMINT EXPECTORANT","DUS, 1 BOTOL PLASTIK @ 60 ML",SIRUP,DTL01 1 1 6331 37A1,PT KALBE FARMA,"OBAT BATUK
DEWASA","BROMHEXINE HYDROCHLORIDE, GUAIFENESIN 100/4 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
CELESTAMINE,"DUS, 1 BOTOL @ 30 ML",SIRUP,"DKL9106604137A1
OBAT ALERGI","PT ORGANON
PHARMA INDONESIA
DEWASA",ANAK DAN,"BETAMETHASONE. DEXCHLORPHENIRAMIN E MALEATE 0,25 MG /2 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
CELESTAM1NE,"DUS, BOTOL @ 60 ML",SIRUP,DKL9106604137A1,DEWASA,"OBAT ALERGI
ANAK DAN","BETAMETHASONE. DEXCHLORPHENIRAMIN E MALEATE 0,25 MG /2 MG PER 5 ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
AERIUS,"DUS, 1 BOTOL @ 60 ML",SIRUP,DKI0487101137A1,DEWASA,"OBAT ALERGI
ANAK DAN
DEWASA","DESLORATADINE 0,5 MG/ML",,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PRAXION,"DUS, BOTOL PLASTIK @ 60 ML",SUSPENSI,DBL0521631433A1,"PT PHAROS
INDONESIA","OBAT DEMAM
ANAK",PARACETAMOL 120 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PRAXION,"DUS, BOTOL @ 15 ML",DROPS,DBL0521631536A1,"PT PHAROS
INDONESIA","OBAT DEMAM
ANAK",PARACETAMOL 100 MG/ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PRAXION FORTE,"DUS, BOTOL PLASTIK @ 60 ML",SUSPENSI,DBL0521631433B1,"PT PHAROS
INDONESIA","OBAT DEMAM
ANAK",PARACETAMOL 250 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PROR1S,"DUS, 1 BOTOL @ 60 ML",SUSPENSI,DTL9821620633A1,"PT PHAROS
INDONESIA",OBAT DEMAM DAN NYERI ANAK,IBUPROFEN 100 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
PRORIS FORTE,"DUS, BOTOL @ 50 ML",SUSPENSI,DTL9921620633B1,"PT PHAROS
INDONESIA","OBAT DEMAM
DAN NYERI
ANAK",IBUPROFEN 200 MG/5 ML,,1,Lampiran 2. Daftar Sirup Obat yang Berdasarkan Hasil Verifikasi Pelaksanaan Pengujian Mandiri Industri Farmasi Aman Digunakan Sepanjang Sesuai Aturan Pakai,https://drive.google.com/file/d/1dz3Aj7qbLIpfcn8y9_VVSOFSOKFYOhAT/view?usp=sharing,PENJELASAN BPOM RI NOMOR HM.01.1.2.11.22.179 TANGGAL 17 NOVEMBER 2022 TENTANG INFORMASI KESEMBILAN PERKEMBANGAN HASIL PENGAWASAN DAN PENINDAKAN TERKAIT SIRUP OBAT YANG MENGANDUNG CEMARAN ETILEN GLIKOL/DIETILEN GLIKOL,https://www.pom.go.id/new/view/more/klarifikasi/165/PENJELASAN-BPOM-RI-NOMOR-HM-01-1-2-11-22-179-TANGGAL-17-NOVEMBER-2022--TENTANG-INFORMASI-KESEMBILAN-PERKEMBANGAN-HASIL-PENGAWASAN-DAN-PENINDAKAN-TERKAIT-SIRUP-OBAT-YANG-MENGANDUNG-CEMARAN-ETILEN-GLIKOL-DIETILEN-GLIKOL-.html
